
VENDOR                                                                                                                                                                                                    ,ADDRESS                                                                                                        ,SECOND ADDRESS                                              ,CITY                                                        ,ZIP  ,COUNTY                                                      ,LATITUDE               ,LONGITUDE
"WALMART MARKET #3139"                                                                                                                                                                                    ,1249 ALLEN RD                                                                                                  ,                                                            ,Bakersfield                                                 ,93314,Kern                                                        ,35.37015               ,-119.1476
"WALMART #1645"                                                                                                                                                                                           ,250 S 12TH AVE                                                                                                 ,                                                            ,Hanford                                                     ,93230,Kings                                                       ,36.32165               ,-119.6756
"WALMART #1979"                                                                                                                                                                                           ,15960 DAM RD                                                                                                   ,                                                            ,Clearlake                                                   ,95422,Lake                                                        ,38.93166               ,-122.6163
"WALMART #1616"                                                                                                                                                                                           ,2900 MAIN ST                                                                                                   ,                                                            ,Susanville                                                  ,96130,Lassen                                                      ,40.40901               ,-120.6374
"WALMART #1583"                                                                                                                                                                                           ,1977 W CLEVELAND AVE                                                                                           ,                                                            ,Madera                                                      ,93637,Madera                                                      ,36.97561               ,-120.0804
"WALMART #5890"                                                                                                                                                                                           ,800 COMMERCE AVE                                                                                               ,                                                            ,Atwater                                                     ,95301,Merced                                                      ,37.3403                ,-120.6094
"WALMART #2039"                                                                                                                                                                                           ,3055 LOUGHBOROUGH DR                                                                                           ,                                                            ,Merced                                                      ,95348,Merced                                                      ,37.31812               ,-120.5018
"WALMART #2117"                                                                                                                                                                                           ,1575 W PACHECO BLVD                                                                                            ,                                                            ,Los Banos                                                   ,93635,Merced                                                      ,37.05396               ,-120.8788
"WALMART #1988"                                                                                                                                                                                           ,900 PLEASANT GROVE BLVD                                                                                        ,                                                            ,Roseville                                                   ,95678,Placer                                                      ,38.7874                ,-121.2902
"WALMART #5980"                                                                                                                                                                                           ,4080 DOUGLAS BLVD                                                                                              ,                                                            ,Granite Bay                                                 ,95746,Placer                                                      ,38.74237               ,-121.2249
"WALMART #3090"                                                                                                                                                                                           ,5609 PACIFIC ST                                                                                                ,                                                            ,Rocklin                                                     ,95677,Placer                                                      ,38.78401               ,-121.2395
"WALMART #5979"                                                                                                                                                                                           ,255 Lincoln blvd                                                                                               ,                                                            ,Lincoln                                                     ,95648,Placer                                                      ,38.88864               ,-121.2919
"WALMART #3587"                                                                                                                                                                                           ,5454 CROSSINGS DR                                                                                              ,                                                            ,Rocklin                                                     ,95677,Placer                                                      ,38.80265               ,-121.2019
"WALMART #4202"                                                                                                                                                                                           ,1400 LEAD HILL BLVD                                                                                            ,                                                            ,Rocklin                                                     ,95677,Placer                                                      ,38.74789               ,-121.2571
"WALMART #5192"                                                                                                                                                                                           ,5821 ANTELOPE RD                                                                                               ,                                                            ,Antelope                                                    ,95843,Sacramento                                                  ,38.70374               ,-121.3329
"WALMART #3712"                                                                                                                                                                                           ,7010 AUBURN BLVD                                                                                               ,                                                            ,Citrus Heights                                              ,95621,Sacramento                                                  ,38.69001               ,-121.2952
"WALMART #4309"                                                                                                                                                                                           ,8961 GREENBACK LN                                                                                              ,                                                            ,Orangevale                                                  ,95662,Sacramento                                                  ,38.67931               ,-121.2227
"WALMART #2464"                                                                                                                                                                                           ,8270 DELTA SHORES CIR                                                                                          ,                                                            ,Sacramento                                                  ,95832,Sacramento                                                  ,38.45975               ,-121.4931
"WALMART #2735"                                                                                                                                                                                           ,6051 FLORIN RD                                                                                                 ,                                                            ,Sacramento                                                  ,95823,Sacramento                                                  ,38.49937               ,-121.4344
"WALMART #1881"                                                                                                                                                                                           ,7901 WATT AVE                                                                                                  ,                                                            ,Antelope                                                    ,95843,Sacramento                                                  ,38.71268               ,-121.3947
"WALMART #2457"                                                                                                                                                                                           ,10655 FOLSOM BLVD                                                                                              ,                                                            ,Rancho Cordova                                              ,95670,Sacramento                                                  ,38.59599               ,-121.2918
"WALMART #1760"                                                                                                                                                                                           ,1018 RILEY ST                                                                                                  ,                                                            ,Folsom                                                      ,95630,Sacramento                                                  ,38.66852               ,-121.1674
"WALMART #5982"                                                                                                                                                                                           ,2700 MARCONI AVE                                                                                               ,                                                            ,Sacramento                                                  ,95821,Sacramento                                                  ,38.61699               ,-121.3991
"WALMART #5981"                                                                                                                                                                                           ,6005 MADISON AVE                                                                                               ,                                                            ,Carmichael                                                  ,95608,Sacramento                                                  ,38.66259               ,-121.3249
"WALMART #5683"                                                                                                                                                                                           ,8455 ELK GROVE BLVD                                                                                            ,                                                            ,Elk Grove                                                   ,95758,Sacramento                                                  ,38.41014               ,-121.3921
"WALMART #5848"                                                                                                                                                                                           ,10075 BRUCEVILLE RD                                                                                            ,                                                            ,Elk Grove                                                   ,95757,Sacramento                                                  ,38.39133               ,-121.4162
"WALMART #5231"                                                                                                                                                                                           ,10470 TWIN CITIES RD                                                                                           ,                                                            ,Galt                                                        ,95632,Sacramento                                                  ,38.28959               ,-121.3047
"WALMART MARKET #4759"                                                                                                                                                                                    ,6197 SUNRISE BLVD                                                                                              ,                                                            ,Citrus Heights                                              ,95610,Sacramento                                                  ,38.67566               ,-121.2732
"WALMART #4393"                                                                                                                                                                                           ,4675 WATT AVE                                                                                                  ,                                                            ,North Highlands                                             ,95660,Sacramento                                                  ,38.6498                ,-121.3861
"WALMART #3081"                                                                                                                                                                                           ,8915 GERBER RD                                                                                                 ,                                                            ,Sacramento                                                  ,95829,Sacramento                                                  ,38.48259               ,-121.369
"WALMART #1747"                                                                                                                                                                                           ,1800 N PERRIS BLVD                                                                                             ,                                                            ,Perris                                                      ,92571,Riverside                                                   ,33.80606               ,-117.2296
"WALMART #1554"                                                                                                                                                                                           ,3223 E HAMMER LN                                                                                               ,                                                            ,Stockton                                                    ,95212,San Joaquin                                                 ,38.02305               ,-121.2737
"WALMART #1840"                                                                                                                                                                                           ,1205 S MAIN ST                                                                                                 ,                                                            ,Manteca                                                     ,95337,San Joaquin                                                 ,37.78564               ,-121.2185
"WALMART #2025"                                                                                                                                                                                           ,3010 W GRANT LINE RD                                                                                           ,                                                            ,Tracy                                                       ,95304,San Joaquin                                                 ,37.75142               ,-121.4719
"WALMART #3022"                                                                                                                                                                                           ,1189 E MARCH LN                                                                                                ,                                                            ,Stockton                                                    ,95210,San Joaquin                                                 ,38.00251               ,-121.2922
"WALMART #3352"                                                                                                                                                                                           ,10355 TRINITY PKWY                                                                                             ,                                                            ,Stockton                                                    ,95219,San Joaquin                                                 ,38.04975               ,-121.3761
"WALMART #1789"                                                                                                                                                                                           ,1601 S LOWER SACRAMENTO RD                                                                                     ,                                                            ,Lodi                                                        ,95242,San Joaquin                                                 ,38.11318               ,-121.3099
"WALMART #5133"                                                                                                                                                                                           ,5000 RHONDA RD                                                                                                 ,                                                            ,Anderson                                                    ,96007,Shasta                                                      ,40.4315                ,-122.2895
"WALMART #5710"                                                                                                                                                                                           ,3848 MCHENRY AVE                                                                                               ,                                                            ,Modesto                                                     ,95350,Stanislaus                                                  ,37.69387               ,-120.9929
"WALMART #1587"                                                                                                                                                                                           ,2225 PLAZA PKWY                                                                                                ,                                                            ,Modesto                                                     ,95350,Stanislaus                                                  ,37.67255               ,-121.0371
"WALMART #3047"                                                                                                                                                                                           ,2480 GEER RD                                                                                                   ,                                                            ,Turlock                                                     ,95380,Stanislaus                                                  ,37.51542               ,-120.8472
"WALMART #5843"                                                                                                                                                                                           ,1030 SPERRY AVE                                                                                                ,                                                            ,Patterson                                                   ,95363,Stanislaus                                                  ,37.46223               ,-121.1429
"WALMART #3046"                                                                                                                                                                                           ,1421 COFFEE RD                                                                                                 ,                                                            ,Modesto                                                     ,95355,Stanislaus                                                  ,37.66461               ,-120.9766
"WALMART #1903"                                                                                                                                                                                           ,1150 HARTER RD                                                                                                 ,                                                            ,Yuba City                                                   ,95993,Sutter                                                      ,39.14472               ,-121.6536
"WALMART #1608"                                                                                                                                                                                           ,608 LUTHER RD                                                                                                  ,                                                            ,Red Bluff                                                   ,96080,Tehama                                                      ,40.16282               ,-122.2345
"WALMART #5394"                                                                                                                                                                                           ,700 W EL MONTE WAY                                                                                             ,                                                            ,Dinuba                                                      ,93618,Tulare                                                      ,36.54299               ,-119.4019
"WALMART #1877"                                                                                                                                                                                           ,1250 W HENDERSON AVE                                                                                           ,                                                            ,Porterville                                                 ,93257,Tulare                                                      ,36.08313               ,-119.0462
"WALMART #2536"                                                                                                                                                                                           ,1110 E PROSPERITY AVE                                                                                          ,                                                            ,Tulare                                                      ,93274,Tulare                                                      ,36.22868               ,-119.3292
"WALMART #1826"                                                                                                                                                                                           ,1819 E NOBLE AVE                                                                                               ,                                                            ,Visalia                                                     ,93292,Tulare                                                      ,36.32416               ,-119.2726
"WALMART #5956"                                                                                                                                                                                           ,3750 S MOONEY BLVD                                                                                             ,                                                            ,Visalia                                                     ,93277,Tulare                                                      ,36.29668               ,-119.3103
"WALMART #5635"                                                                                                                                                                                           ,1320 N DEMAREE ST                                                                                              ,                                                            ,Visalia                                                     ,93291,Tulare                                                      ,36.34148               ,-119.3297
"WALMART #2030"                                                                                                                                                                                           ,1101 SANGUINETTI RD                                                                                            ,                                                            ,Sonora                                                      ,95370,Tuolumne                                                    ,37.97179               ,-120.3657
"WALMART #3087"                                                                                                                                                                                           ,2701 SAVIERS RD                                                                                                ,                                                            ,Oxnard                                                      ,93033,Ventura                                                     ,34.17462               ,-119.1796
"WALMART #3652"                                                                                                                                                                                           ,755 RIVERPOINT CT                                                                                              ,                                                            ,West Sacramento                                             ,95691,Yolo                                                        ,38.58794               ,-121.5495
"WALMART #5606"                                                                                                                                                                                           ,1250 E GIBSON RD                                                                                               ,                                                            ,Woodland                                                    ,95776,Yolo                                                        ,38.66082               ,-121.7632
"WALMART #4127"                                                                                                                                                                                           ,215 CALIFORNIA ST                                                                                              ,                                                            ,Woodland                                                    ,95695,Yolo                                                        ,38.68078               ,-121.7879
"WALMART #5136"                                                                                                                                                                                           ,1131 N BEALE RD                                                                                                ,                                                            ,Marysville                                                  ,95901,Yuba                                                        ,39.1273                ,-121.5744
"WALMART #1859"                                                                                                                                                                                           ,2540 ROCKWOOD AVE                                                                                              ,                                                            ,Calexico                                                    ,92231,Imperial                                                    ,32.69764               ,-115.4965
"WALMART #1555"                                                                                                                                                                                           ,2150 N WATERMAN AVE                                                                                            ,                                                            ,El Centro                                                   ,92243,Imperial                                                    ,32.81334               ,-115.5774
"WALMART #5335"                                                                                                                                                                                           ,250 WILDCAT DR                                                                                                 ,                                                            ,Brawley                                                     ,92227,Imperial                                                    ,32.96247               ,-115.5461
"LA HACIENDA FOOD CENTER"                                                                                                                                                                                 ,1933 MENALTO AVE                                                                                               ,                                                            ,Menlo Park                                                  ,94025,San Mateo                                                   ,37.45941               ,-122.1528
"PALOMINO MARKET"                                                                                                                                                                                         ,3085 E GAGE AVE                                                                                                ,                                                            ,Huntington Park                                             ,90255,Los Angeles                                                 ,33.98102               ,-118.2128
"GUZMAN'S PRODUCE MARKET"                                                                                                                                                                                 ,5229 MISSION ST                                                                                                ,                                                            ,San Francisco                                               ,94112,San Francisco                                               ,37.71497               ,-122.442
"HEALTHY BABIES"                                                                                                                                                                                          ,1912 CRESTON RD STE C                                                                                          ,                                                            ,Paso Robles                                                 ,93446,San Luis Obispo                                             ,35.60699               ,-120.6583
"FIREBAUGH SUPERMARKET"                                                                                                                                                                                   ,1125 N ST                                                                                                      ,                                                            ,Firebaugh                                                   ,93622,Fresno                                                      ,36.85819               ,-120.4571
"KID NUTRITION CENTER"                                                                                                                                                                                    ,709 N BRISTOL ST STE L                                                                                         ,                                                            ,Santa Ana                                                   ,92703,Orange                                                      ,33.75101               ,-117.8844
"MARTIN'S MARKET"                                                                                                                                                                                         ,10333 OLD REDWOOD HWY STE 101                                                                                  ,                                                            ,Windsor                                                     ,95492,Sonoma                                                      ,38.56227               ,-122.8254
"MI RANCHO"                                                                                                                                                                                               ,2355 FLORIN RD                                                                                                 ,                                                            ,Sacramento                                                  ,95822,Sacramento                                                  ,38.49739               ,-121.4836
"MI RANCHO"                                                                                                                                                                                               ,10669 COLOMA RD                                                                                                ,                                                            ,Rancho Cordova                                              ,95670,Sacramento                                                  ,38.61254               ,-121.2913
"VIVA MARKET"                                                                                                                                                                                             ,2031 MISSION AVE                                                                                               ,                                                            ,Oceanside                                                   ,92058,San Diego                                                   ,33.20488               ,-117.3621
"LA FAMILIA NUTRITION"                                                                                                                                                                                    ,715 CENTER ST                                                                                                  ,                                                            ,Taft                                                        ,93268,Kern                                                        ,35.14182               ,-119.4628
"BASIC NUTRITION #11"                                                                                                                                                                                     ,401 ELLINGTON ST STE C                                                                                         ,                                                            ,Delano                                                      ,93215,Kern                                                        ,35.76178               ,-119.2504
"AMIGOS MEAT MARKET"                                                                                                                                                                                      ,829 HIGHWAY 46                                                                                                 ,                                                            ,Wasco                                                       ,93280,Kern                                                        ,35.6012                ,-119.3345
"VILLA GUERRERO MARKET"                                                                                                                                                                                   ,401 W ROSECRANS AVE                                                                                            ,                                                            ,Compton                                                     ,90222,Los Angeles                                                 , 33.9035450            ,-118.2302010
"MOM & BABY NUTRITION"                                                                                                                                                                                    ,1734 W 1ST ST STE G                                                                                            ,                                                            ,Santa Ana                                                   ,92703,Orange                                                      ,33.74489               ,-117.8926
"EL RANCHO MARKET"                                                                                                                                                                                        ,960 N. VINE ST                                                                                                 ,                                                            ,Los Angeles                                                 ,90038,Los Angeles                                                 ,34.08834               ,-118.3262
"CIRCLE H MARKETS"                                                                                                                                                                                        ,3131 N SAN FERNANDO RD                                                                                         ,                                                            ,Los Angeles                                                 ,90065,Los Angeles                                                 ,34.11594               ,-118.2465
"CIRCLE H MARKETS"                                                                                                                                                                                        ,2511 W SUNSET BLVD                                                                                             ,                                                            ,Los Angeles                                                 ,90026,Los Angeles                                                 ,34.08                  ,-118.2693
"PRICECO FOODS"                                                                                                                                                                                           ,13765 MONO WAY                                                                                                 ,                                                            ,Sonora                                                      ,95370,Tuolumne                                                    ,37.9741                ,-120.3426
"SHOP N SAVE MARKET"                                                                                                                                                                                      ,1055 W CHILDS AVE                                                                                              ,                                                            ,Merced                                                      ,95341,Merced                                                      ,37.28835               ,-120.5016
"FONTANA RANCH MARKET"                                                                                                                                                                                    ,15324 MERRILL AVE STE A                                                                                        ,                                                            ,Fontana                                                     ,92335,San Bernardino                                              ,34.09262               ,-117.4709
"LA FORTUNA MEAT MARKET"                                                                                                                                                                                  ,3200 S CENTRAL AVE                                                                                             ,                                                            ,Los Angeles                                                 ,90011,Los Angeles                                                 ,34.0135                ,-118.2564
"BASIC NUTRITION #1"                                                                                                                                                                                      ,1626 BEALE AVE STE A                                                                                           ,                                                            ,Bakersfield                                                 ,93305,Kern                                                        , 35.3852500            ,-118.9869030
"BASIC NUTRITION #2"                                                                                                                                                                                      ,624 MORNING DR STE D                                                                                           ,                                                            ,Bakersfield                                                 ,93306,Kern                                                        , 35.3682180            ,-118.9146390
